plot;species;layer;cov;voucher;comment;history
john22;Achillea millefolium agg.;hl;2;;;
john22;Aegopodium podagraria;hl;+;;;
john22;Agrostis capillaris;hl;5;;;
john22;Ajuga reptans;hl;+;;;
john22;Alchemilla lineata;hl;+;;;
john22;Alchemilla monticola;hl;10;;;
john22;Anthoxanthum odoratum;hl;10;;;
john22;Bellis perennis;hl;+;;;
john22;Briza media;hl;+;;;
john22;Calluna vulgaris;hl;r;;;
john22;Cardaminopsis halleri;hl;2;;;
john22;Carex pallescens;hl;+;;;
john22;Carex sylvatica;hl;+;;;
john22;Centaurea jacea;hl;5;;;
john22;Centaurea pseudophrygia;hl;5;;;
john22;Cerastium holosteoides;hl;+;;;
john22;Crepis aurea;hl;3;;;
john22;Cruciata laevipes;hl;+;;;
john22;Cynosurus cristatus;hl;3;;;
john22;Dactylis glomerata;hl;5;;;
john22;Equisetum arvense;hl;+;;;
john22;Festuca pratensis;hl;3;;;
john22;Festuca rubra agg.;hl;10;;;
john22;Gnaphalium sylvaticum;hl;+;;;
john22;Hieracium aurantiacum;hl;3;;;
john22;Hieracium bauhini;hl;+;;;
john22;Hieracium pilosella;hl;5;;;
john22;Holcus mollis;hl;5;;;
john22;Hypericum maculatum;hl;3;;;
john22;Knautia arvensis;hl;+;;;
john22;Lathyrus pratensis;hl;+;;;
john22;Leontodon hispidus;hl;5;;;
john22;Leucanthemum sp.;hl;2;;;
john22;Lotus corniculatus;hl;2;;;
john22;Luzula campestris;hl;2;;;
john22;Lychnis flos-cuculi;hl;+;;;
john22;Myosotis palustris agg.;hl;+;;;
john22;Nardus stricta;hl;5;;;
john22;Phleum rhaeticum;hl;2;;;
john22;Pimpinella major;hl;+;;;
john22;Plantago lanceolata;hl;5;;;
john22;Plantago major;hl;+;;;
john22;Platanthera bifolia;hl;+;;;
john22;Poa pratensis;hl;3;;;
john22;Poa trivialis;hl;+;;;
john22;Polygala sp.;hl;+;;;
john22;Potentilla aurea;hl;+;;;
john22;Potentilla erecta;hl;2;;;
john22;Prunella vulgaris;hl;+;;;
john22;Ranunculus acris;hl;10;;;
john22;Ranunculus repens;hl;+;;;
john22;Rumex acetosa;hl;5;;;
john22;Rumex acetosella;hl;+;;;
john22;Stellaria graminea;hl;+;;;
john22;Taraxacum officinale agg.;hl;5;;;
john22;Thymus pulegioides;hl;3;;;
john22;Trifolium medium;hl;+;;;
john22;Trifolium pratense;hl;5;;;
john22;Trifolium repens;hl;10;;;
john22;Veronica chamaedrys;hl;5;;;
john22;Veronica officinalis;hl;+;;;
john22;Veronica serpyllifolia;hl;+;;;
john22;Vicia cracca;hl;5;;;
john22;Vicia sepium;hl;+;;;
john23;Achillea millefolium agg.;hl;10;;;
john23;Aegopodium podagraria;hl;+;;;
john23;Agrostis capillaris;hl;5;;;
john23;Ajuga reptans;hl;+;;;
john23;Alchemilla lineata;hl;+;;;
john23;Alchemilla monticola;hl;10;;;
john23;Anthoxanthum odoratum;hl;10;;;
john23;Bellis perennis;hl;+;;;
john23;Briza media;hl;+;;;
john23;Calluna vulgaris;hl;r;;;
john23;Campanula patula;hl;2;;;
john23;Cardaminopsis halleri;hl;+;;;
john23;Carex pallescens;hl;2;;;
john23;Carex sylvatica;hl;+;;;
john23;Centaurea jacea;hl;5;;;
john23;Centaurea pseudophrygia;hl;5;;;
john23;Cerastium holosteoides;hl;+;;;
john23;Crepis aurea;hl;8;;;
john23;Cruciata laevipes;hl;+;;;
john23;Cynosurus cristatus;hl;+;;;
john23;Dactylis glomerata;hl;5;;;
john23;Deschampsia cespitosa;hl;+;;;
john23;Equisetum arvense;hl;+;;;
john23;Festuca pratensis;hl;3;;;
john23;Festuca rubra agg.;hl;20;;;
john23;Gnaphalium sylvaticum;hl;+;;;
john23;Hieracium aurantiacum;hl;3;;;
john23;Hieracium bauhini;hl;+;;;
john23;Hieracium pilosella;hl;5;;;
john23;Holcus mollis;hl;10;;;
john23;Hypericum maculatum;hl;3;;;
john23;Hypochaeris radicata;hl;+;;;
john23;Knautia arvensis;hl;+;;;
john23;Lathyrus pratensis;hl;3;;;
john23;Leontodon hispidus;hl;10;;;
john23;Leucanthemum sp.;hl;2;;;
john23;Lotus corniculatus;hl;+;;;
john23;Luzula campestris;hl;2;;;
john23;Lychnis flos-cuculi;hl;+;;;
john23;Nardus stricta;hl;10;;;
john23;Phleum rhaeticum;hl;+;;;
john23;Pimpinella major;hl;2;;;
john23;Plantago lanceolata;hl;5;;;
john23;Plantago major;hl;+;;;
john23;Plantago media;hl;3;;;
john23;Platanthera bifolia;hl;2;;;
john23;Poa pratensis;hl;3;;;
john23;Poa trivialis;hl;+;;;
john23;Polygala sp.;hl;+;;;
john23;Potentilla aurea;hl;+;;;
john23;Potentilla erecta;hl;+;;;
john23;Prunella vulgaris;hl;+;;;
john23;Ranunculus acris;hl;10;;;
john23;Ranunculus repens;hl;5;;;
john23;Rumex acetosa;hl;5;;;
john23;Rumex acetosella;hl;3;;;
john23;Stellaria graminea;hl;+;;;
john23;Taraxacum officinale agg.;hl;5;;;
john23;Thymus pulegioides;hl;3;;;
john23;Trifolium medium;hl;+;;;
john23;Trifolium pratense;hl;5;;;
john23;Trifolium repens;hl;5;;;
john23;Veronica chamaedrys;hl;5;;;
john23;Veronica officinalis;hl;+;;;
john23;Vicia cracca;hl;5;;;
john23;Vicia sepium;hl;+;;;
john24;Achillea millefolium agg.;hl;5;;;
john24;Agrostis capillaris;hl;5;;;
john24;Ajuga reptans;hl;+;;;
john24;Alchemilla lineata;hl;+;;;
john24;Alchemilla monticola;hl;10;;;
john24;Anthoxanthum odoratum;hl;5;;;
john24;Bellis perennis;hl;+;;;
john24;Briza media;hl;+;;;
john24;Calluna vulgaris;hl;r;;;
john24;Campanula patula;hl;2;;;
john24;Cardaminopsis halleri;hl;+;;;
john24;Carex pallescens;hl;+;;;
john24;Carex sylvatica;hl;+;;;
john24;Centaurea jacea;hl;5;;;
john24;Centaurea pseudophrygia;hl;5;;;
john24;Cerastium holosteoides;hl;+;;;
john24;Crepis aurea;hl;3;;;
john24;Dactylis glomerata;hl;5;;;
john24;Dactylorhiza maculata;hl;r;;;
john24;Equisetum arvense;hl;r;;;
john24;Festuca pratensis;hl;+;;;
john24;Festuca rubra agg.;hl;30;;;
john24;Galium pumilum;hl;+;;;
john24;Gnaphalium sylvaticum;hl;+;;;
john24;Hieracium aurantiacum;hl;3;;;
john24;Hieracium bauhini;hl;+;;;
john24;Hieracium pilosella;hl;+;;;
john24;Holcus mollis;hl;5;;;
john24;Hypericum maculatum;hl;3;;;
john24;Knautia arvensis;hl;+;;;
john24;Lathyrus pratensis;hl;3;;;
john24;Leontodon hispidus;hl;30;;;
john24;Leucanthemum sp.;hl;2;;;
john24;Lotus corniculatus;hl;+;;;
john24;Luzula campestris;hl;2;;;
john24;Lychnis flos-cuculi;hl;+;;;
john24;Nardus stricta;hl;5;;;
john24;Pimpinella major;hl;2;;;
john24;Plantago lanceolata;hl;5;;;
john24;Plantago major;hl;+;;;
john24;Plantago media;hl;3;;;
john24;Platanthera bifolia;hl;2;;;
john24;Poa pratensis;hl;3;;;
john24;Poa trivialis;hl;+;;;
john24;Polygala sp.;hl;+;;;
john24;Potentilla aurea;hl;2;;;
john24;Potentilla erecta;hl;10;;;
john24;Prunella vulgaris;hl;r;;;
john24;Ranunculus acris;hl;10;;;
john24;Ranunculus repens;hl;+;;;
john24;Rumex acetosa;hl;10;;;
john24;Rumex acetosella;hl;3;;;
john24;Stellaria graminea;hl;2;;;
john24;Taraxacum officinale agg.;hl;5;;;
john24;Thymus pulegioides;hl;3;;;
john24;Trifolium pratense;hl;5;;;
john24;Trifolium repens;hl;5;;;
john24;Veronica chamaedrys;hl;5;;;
john24;Veronica officinalis;hl;+;;;
john24;Vicia cracca;hl;5;;;
john24;Vicia sepium;hl;+;;;
john31;Achillea millefolium agg.;hl;10;;;
john31;Agrostis capillaris;hl;+;;;
john31;Ajuga reptans;hl;5;;;
john31;Alchemilla lineata;hl;+;;;
john31;Alchemilla monticola;hl;15;;;
john31;Anthoxanthum odoratum;hl;1;;;
john31;Bellis perennis;hl;3;;;
john31;Briza media;hl;+;;;
john31;Calycocorsus stipitatus;hl;+;;;
john31;Carduus personata;hl;+;;;
john31;Carex pallescens;hl;+;;;
john31;Carex sylvatica;hl;+;;;
john31;Cerastium holosteoides;hl;+;;;
john31;Chaerophyllum hirsutum;hl;5;;;
john31;Cruciata laevipes;hl;+;;;
john31;Cynosurus cristatus;hl;3;;;
john31;Dactylis glomerata;hl;10;;;
john31;Dactylorhiza maculata;hl;+;;;
john31;Deschampsia cespitosa;hl;+;;;
john31;Epilobium alpestre;hl;+;;;
john31;Euphrasia officinalis ssp. rostkoviana;hl;7;;;
john31;Festuca pratensis;hl;+;;;
john31;Festuca rubra agg.;hl;5;;;
john31;Geranium phaeum;hl;+;;;
john31;Geranium sylvaticum;hl;+;;;
john31;Geum rivale;hl;3;;;
john31;Heracleum austriacum;hl;20;;;
john31;Hypericum maculatum;hl;+;;;
john31;Lathyrus pratensis;hl;3;;;
john31;Leontodon hispidus;hl;5;;;
john31;Leucanthemum ircutianum;hl;3;;;
john31;Lotus corniculatus;hl;3;;;
john31;Luzula multiflora;hl;+;;;
john31;Lysimachia nemorum;hl;5;;;
john31;Myosotis palustris agg.;hl;5;;;
john31;Phleum rhaeticum;hl;5;;;
john31;Phyteuma spicatum;hl;+;;;
john31;Pimpinella major;hl;+;;;
john31;Plantago lanceolata;hl;+;;;
john31;Plantago major;hl;+;;;
john31;Poa annua;hl;+;;;
john31;Poa pratensis;hl;+;;;
john31;Poa trivialis;hl;5;;;
john31;Primula elatior;hl;15;;;
john31;Prunella vulgaris;hl;+;;;
john31;Ranunculus acris;hl;10;;;
john31;Ranunculus repens;hl;10;;;
john31;Rhinanthus alectorolophus;hl;+;;;
john31;Rumex alpestris;hl;+;;;
john31;Rumex alpinus;hl;+;;;
john31;Saxifraga rotundifolia;hl;+;;;
john31;Senecio subalpinus;hl;10;;;
john31;Taraxacum officinale agg.;hl;+;;;
john31;Trifolium pratense;hl;10;;;
john31;Trifolium repens;hl;5;;;
john31;Trisetum flavescens;hl;20;;;
john31;Tussilago farfara;hl;3;;;
john31;Urtica dioica;hl;+;;;
john31;Veratrum album;hl;+;;;
john31;Veronica chamaedrys;hl;5;;;
john31;Vicia cracca;hl;5;;;
john31;Vicia sepium;hl;5;;;
john32;Achillea millefolium agg.;hl;+;;;
john32;Agrostis capillaris;hl;1;;;
john32;Ajuga reptans;hl;10;;;
john32;Alchemilla lineata;hl;+;;;
john32;Alchemilla monticola;hl;15;;;
john32;Anthoxanthum odoratum;hl;+;;;
john32;Bellis perennis;hl;3;;;
john32;Briza media;hl;+;;;
john32;Calycocorsus stipitatus;hl;5;;;
john32;Carduus personata;hl;+;;;
john32;Carex pallescens;hl;+;;;
john32;Carex sylvatica;hl;+;;;
john32;Cerastium holosteoides;hl;3;;;
john32;Chaerophyllum hirsutum;hl;5;;;
john32;Cruciata laevipes;hl;+;;;
john32;Cynosurus cristatus;hl;+;;;
john32;Dactylis glomerata;hl;5;;;
john32;Dactylorhiza maculata;hl;+;;;
john32;Deschampsia cespitosa;hl;+;;;
john32;Festuca rubra agg.;hl;+;;;
john32;Geranium phaeum;hl;+;;;
john32;Geranium sylvaticum;hl;5;;;
john32;Geum rivale;hl;3;;;
john32;Heracleum austriacum;hl;15;;;
john32;Hypericum maculatum;hl;+;;;
john32;Lathyrus pratensis;hl;3;;;
john32;Leontodon hispidus;hl;5;;;
john32;Leucanthemum ircutianum;hl;+;;;
john32;Lotus corniculatus;hl;3;;;
john32;Lysimachia nemorum;hl;5;;;
john32;Myosotis palustris agg.;hl;5;;;
john32;Phleum rhaeticum;hl;15;;;
john32;Phyteuma spicatum;hl;+;;;
john32;Pimpinella major;hl;+;;;
john32;Plantago lanceolata;hl;5;;;
john32;Poa annua;hl;+;;;
john32;Poa pratensis;hl;5;;;
john32;Poa trivialis;hl;5;;;
john32;Prunella vulgaris;hl;+;;;
john32;Ranunculus acris;hl;10;;;
john32;Ranunculus repens;hl;+;;;
john32;Rumex alpestris;hl;+;;;
john32;Rumex alpinus;hl;+;;;
john32;Senecio subalpinus;hl;5;;;
john32;Silene dioica;hl;+;;;
john32;Taraxacum officinale agg.;hl;+;;;
john32;Trifolium badium;hl;+;;;
john32;Trifolium pratense;hl;10;;;
john32;Trifolium repens;hl;5;;;
john32;Trisetum flavescens;hl;20;;;
john32;Tussilago farfara;hl;+;;;
john32;Urtica dioica;hl;+;;;
john32;Veronica chamaedrys;hl;5;;;
john32;Vicia sepium;hl;5;;;
john33;Achillea millefolium agg.;hl;+;;;
john33;Agrostis capillaris;hl;10;;;
john33;Ajuga reptans;hl;10;;;
john33;Alchemilla lineata;hl;+;;;
john33;Alchemilla monticola;hl;15;;;
john33;Alopecurus pratensis;hl;+;;;
john33;Anthoxanthum odoratum;hl;5;;;
john33;Bellis perennis;hl;+;;;
john33;Calycocorsus stipitatus;hl;5;;;
john33;Carex flacca;hl;+;;;
john33;Carex pallescens;hl;+;;;
john33;Carex sylvatica;hl;3;;;
john33;Cerastium holosteoides;hl;+;;;
john33;Chaerophyllum hirsutum;hl;+;;;
john33;Crepis aurea;hl;10;;;
john33;Crepis paludosa;hl;r;;;
john33;Cynosurus cristatus;hl;5;;;
john33;Dactylis glomerata;hl;5;;;
john33;Dactylorhiza maculata;hl;2;;;
john33;Deschampsia cespitosa;hl;+;;;
john33;Epilobium alpestre;hl;+;;;
john33;Festuca pratensis;hl;+;;;
john33;Festuca rubra agg.;hl;5;;;
john33;Geranium phaeum;hl;3;;;
john33;Geranium sylvaticum;hl;5;;;
john33;Geum rivale;hl;+;;;
john33;Heracleum austriacum;hl;15;;;
john33;Hypericum maculatum;hl;+;;;
john33;Lathyrus pratensis;hl;3;;;
john33;Leontodon hispidus;hl;5;;;
john33;Leucanthemum ircutianum;hl;+;;;
john33;Lotus corniculatus;hl;+;;;
john33;Luzula multiflora;hl;+;;;
john33;Lysimachia nemorum;hl;5;;;
john33;Myosotis palustris agg.;hl;5;;;
john33;Phleum rhaeticum;hl;5;;;
john33;Phyteuma spicatum;hl;+;;;
john33;Plantago lanceolata;hl;5;;;
john33;Poa pratensis;hl;+;;;
john33;Poa trivialis;hl;+;;;
john33;Polygala alpestris;hl;+;;;
john33;Primula elatior;hl;5;;;
john33;Prunella vulgaris;hl;+;;;
john33;Ranunculus acris;hl;10;;;
john33;Ranunculus repens;hl;+;;;
john33;Rumex alpestris;hl;+;;;
john33;Rumex alpinus;hl;+;;;
john33;Senecio subalpinus;hl;5;;;
john33;Silene dioica;hl;+;;;
john33;Taraxacum officinale agg.;hl;+;;;
john33;Tragopogon orientalis;hl;1;;;
john33;Trifolium pratense;hl;10;;;
john33;Trifolium repens;hl;5;;;
john33;Trisetum flavescens;hl;20;;;
john33;Urtica dioica;hl;+;;;
john33;Veronica chamaedrys;hl;5;;;
john33;Vicia cracca;hl;+;;;
john33;Vicia sepium;hl;5;;;
john34;Acer pseudoplatanus;hl;+;;;
john34;Achillea millefolium agg.;hl;10;;;
john34;Agrostis capillaris;hl;5;;;
john34;Ajuga reptans;hl;5;;;
john34;Alchemilla lineata;hl;+;;;
john34;Alchemilla monticola;hl;15;;;
john34;Alopecurus pratensis;hl;+;;;
john34;Anthoxanthum odoratum;hl;5;;;
john34;Bellis perennis;hl;+;;;
john34;Calycocorsus stipitatus;hl;5;;;
john34;Cardamine pratensis;hl;+;;;
john34;Cardaminopsis halleri;hl;+;;;
john34;Carduus personata;hl;+;;;
john34;Carex flacca;hl;+;;;
john34;Carex leporina;hl;+;;;
john34;Carex pallescens;hl;2;;;
john34;Carex sylvatica;hl;+;;;
john34;Cerastium holosteoides;hl;+;;;
john34;Chaerophyllum hirsutum;hl;5;;;
john34;Cirsium oleraceum;hl;+;;;
john34;Crepis aurea;hl;5;;;
john34;Crepis biennis;hl;+;;;
john34;Crepis paludosa;hl;+;;;
john34;Cynosurus cristatus;hl;+;;;
john34;Dactylis glomerata;hl;5;;;
john34;Dactylorhiza maculata;hl;2;;;
john34;Deschampsia cespitosa;hl;+;;;
john34;Epilobium alpestre;hl;+;;;
john34;Festuca pratensis;hl;+;;;
john34;Festuca rubra agg.;hl;5;;;
john34;Geranium phaeum;hl;+;;;
john34;Geranium sylvaticum;hl;+;;;
john34;Geum rivale;hl;3;;;
john34;Heracleum austriacum;hl;15;;;
john34;Hypericum maculatum;hl;+;;;
john34;Lathyrus pratensis;hl;3;;;
john34;Leontodon hispidus;hl;5;;;
john34;Leucanthemum ircutianum;hl;3;;;
john34;Lotus corniculatus;hl;3;;;
john34;Luzula sylvatica;hl;+;;;
john34;Lychnis flos-cuculi;hl;+;;;
john34;Lysimachia nemorum;hl;5;;;
john34;Myosotis palustris agg.;hl;5;;;
john34;Phleum rhaeticum;hl;5;;;
john34;Pimpinella major;hl;+;;;
john34;Plantago lanceolata;hl;5;;;
john34;Poa annua;hl;r;;;
john34;Poa pratensis;hl;10;;;
john34;Poa trivialis;hl;5;;;
john34;Primula elatior;hl;+;;;
john34;Ranunculus acris;hl;10;;;
john34;Ranunculus repens;hl;+;;;
john34;Rumex alpestris;hl;3;;;
john34;Rumex alpinus;hl;+;;;
john34;Senecio subalpinus;hl;5;;;
john34;Silene dioica;hl;+;;;
john34;Taraxacum officinale agg.;hl;3;;;
john34;Trifolium pratense;hl;5;;;
john34;Trifolium repens;hl;5;;;
john34;Trisetum flavescens;hl;20;;;
john34;Tussilago farfara;hl;+;;;
john34;Urtica dioica;hl;+;;;
john34;Veronica chamaedrys;hl;5;;;
john34;Vicia cracca;hl;5;;;
john34;Vicia sepium;hl;5;;;
john41;Achillea millefolium agg.;hl;10;;;
john41;Agrostis capillaris;hl;5;;;
john41;Ajuga reptans;hl;3;;;
john41;Alchemilla monticola;hl;20;;;
john41;Anthoxanthum odoratum;hl;+;;;
john41;Bellis perennis;hl;+;;;
john41;Calycocorsus stipitatus;hl;+;;;
john41;Campanula barbata;hl;+;;;
john41;Campanula patula;hl;+;;;
john41;Carduus defloratus;hl;+;;;
john41;Centaurea jacea;hl;+;;;
john41;Centaurea pseudophrygia;hl;5;;;
john41;Cynosurus cristatus;hl;+;;;
john41;Dactylis glomerata;hl;15;;;
john41;Deschampsia cespitosa;hl;+;;;
john41;Euphrasia officinalis ssp. rostkoviana;hl;2;;;
john41;Festuca pratensis;hl;5;;;
john41;Festuca rubra agg.;hl;+;;;
john41;Geranium phaeum;hl;+;;;
john41;Holcus mollis;hl;5;;;
john41;Hypericum maculatum;hl;5;;;
john41;Knautia arvensis;hl;+;;;
john41;Leontodon autumnalis;hl;+;;;
john41;Leontodon hispidus;hl;+;;;
john41;Leucanthemum ircutianum;hl;3;;;
john41;Lotus corniculatus;hl;+;;;
john41;Lychnis flos-cuculi;hl;10;;;
john41;Lysimachia nemorum;hl;+;;;
john41;Myosotis palustris agg.;hl;10;;;
john41;Phleum pratense;hl;15;;;
john41;Phleum rhaeticum;hl;+;;;
john41;Plantago lanceolata;hl;+;;;
john41;Plantago major;hl;2;;;
john41;Poa annua;hl;3;;;
john41;Poa pratensis;hl;5;;;
john41;Poa trivialis;hl;20;;;
john41;Prunella vulgaris;hl;+;;;
john41;Ranunculus acris;hl;5;;;
john41;Ranunculus repens;hl;+;;;
john41;Rumex alpestris;hl;15;;;
john41;Rumex alpinus;hl;+;;;
john41;Senecio subalpinus;hl;5;;;
john41;Silene dioica;hl;+;;;
john41;Stellaria graminea;hl;+;;;
john41;Taraxacum officinale agg.;hl;15;;;
john41;Trifolium pratense;hl;10;;;
john41;Trifolium repens;hl;20;;;
john41;Trisetum flavescens;hl;20;;;
john41;Veronica chamaedrys;hl;5;;;
john41;Veronica serpyllifolia;hl;+;;;
john42;Achillea millefolium agg.;hl;5;;;
john42;Agrostis capillaris;hl;5;;;
john42;Ajuga reptans;hl;3;;;
john42;Alchemilla monticola;hl;20;;;
john42;Anthoxanthum odoratum;hl;5;;;
john42;Bellis perennis;hl;+;;;
john42;Blysmus compressus;hl;+;;;
john42;Calycocorsus stipitatus;hl;+;;;
john42;Cardaminopsis halleri;hl;5;;;
john42;Carduus defloratus;hl;+;;;
john42;Centaurea pseudophrygia;hl;5;;;
john42;Cerastium holosteoides;hl;+;;;
john42;Dactylis glomerata;hl;5;;;
john42;Deschampsia cespitosa;hl;+;;;
john42;Festuca pratensis;hl;5;;;
john42;Festuca rubra agg.;hl;5;;;
john42;Holcus mollis;hl;40;;;
john42;Hypericum maculatum;hl;+;;;
john42;Leucanthemum ircutianum;hl;3;;;
john42;Luzula campestris;hl;+;;;
john42;Lychnis flos-cuculi;hl;5;;;
john42;Lysimachia nemorum;hl;+;;;
john42;Myosotis palustris agg.;hl;8;;;
john42;Phleum pratense;hl;+;;;
john42;Phleum rhaeticum;hl;5;;;
john42;Plantago lanceolata;hl;+;;;
john42;Plantago major;hl;+;;;
john42;Poa annua;hl;+;;;
john42;Poa pratensis;hl;5;;;
john42;Poa trivialis;hl;5;;;
john42;Ranunculus acris;hl;5;;;
john42;Ranunculus repens;hl;+;;;
john42;Rumex alpestris;hl;+;;;
john42;Rumex alpinus;hl;+;;;
john42;Senecio subalpinus;hl;5;;;
john42;Silene dioica;hl;+;;;
john42;Stellaria graminea;hl;+;;;
john42;Taraxacum officinale agg.;hl;5;;;
john42;Trifolium pratense;hl;5;;;
john42;Trifolium repens;hl;20;;;
john42;Trisetum flavescens;hl;5;;;
john42;Veronica chamaedrys;hl;10;;;
john42;Veronica serpyllifolia;hl;+;;;
john43;Achillea millefolium agg.;hl;10;;;
john43;Agrostis capillaris;hl;10;;;
john43;Ajuga reptans;hl;3;;;
john43;Alchemilla monticola;hl;20;;;
john43;Anthoxanthum odoratum;hl;5;;;
john43;Bellis perennis;hl;3;;;
john43;Blysmus compressus;hl;+;;;
john43;Calycocorsus stipitatus;hl;+;;;
john43;Cardaminopsis halleri;hl;5;;;
john43;Carex pallescens;hl;+;;;
john43;Centaurea pseudophrygia;hl;5;;;
john43;Cerastium holosteoides;hl;+;;;
john43;Chaerophyllum villarsii;hl;+;;;
john43;Cirsium palustre;hl;+;;;
john43;Crepis aurea;hl;2;;;
john43;Dactylis glomerata;hl;5;;;
john43;Deschampsia cespitosa;hl;3;;;
john43;Festuca pratensis;hl;5;;;
john43;Festuca rubra agg.;hl;5;;;
john43;Geranium phaeum;hl;+;;;
john43;Gnaphalium sylvaticum;hl;+;;;
john43;Holcus mollis;hl;40;;;
john43;Hypericum maculatum;hl;10;;;
john43;Leontodon autumnalis;hl;+;;;
john43;Leontodon hispidus;hl;+;;;
john43;Leucanthemum ircutianum;hl;3;;;
john43;Lotus corniculatus;hl;+;;;
john43;Luzula campestris;hl;+;;;
john43;Lychnis flos-cuculi;hl;5;;;
john43;Lysimachia nemorum;hl;+;;;
john43;Myosotis palustris agg.;hl;10;;;
john43;Phleum pratense;hl;+;;;
john43;Phleum rhaeticum;hl;5;;;
john43;Plantago lanceolata;hl;3;;;
john43;Plantago major;hl;+;;;
john43;Poa annua;hl;3;;;
john43;Poa pratensis;hl;5;;;
john43;Poa trivialis;hl;5;;;
john43;Potentilla aurea;hl;+;;;
john43;Prunella vulgaris;hl;+;;;
john43;Ranunculus acris;hl;5;;;
john43;Ranunculus repens;hl;+;;;
john43;Rhinanthus alectorolophus;hl;3;;;
john43;Rumex alpestris;hl;5;;;
john43;Rumex alpinus;hl;+;;;
john43;Senecio subalpinus;hl;15;;;
john43;Silene vulgaris;hl;+;;;
john43;Stellaria graminea;hl;+;;;
john43;Taraxacum officinale agg.;hl;10;;;
john43;Trifolium pratense;hl;10;;;
john43;Trifolium repens;hl;20;;;
john43;Trisetum flavescens;hl;5;;;
john43;Veronica chamaedrys;hl;15;;;
john43;Veronica officinalis;hl;+;;;
john43;Veronica serpyllifolia;hl;+;;;
john44;Achillea millefolium agg.;hl;10;;;
john44;Agrostis capillaris;hl;5;;;
john44;Ajuga reptans;hl;10;;;
john44;Alchemilla monticola;hl;20;;;
john44;Anemone nemorosa;hl;+;;;
john44;Anthoxanthum odoratum;hl;5;;;
john44;Bellis perennis;hl;+;;;
john44;Calycocorsus stipitatus;hl;+;;;
john44;Cardaminopsis halleri;hl;5;;;
john44;Carex leporina;hl;+;;;
john44;Carex pallescens;hl;+;;;
john44;Centaurea pseudophrygia;hl;5;;;
john44;Cerastium holosteoides;hl;+;;;
john44;Chaerophyllum villarsii;hl;+;;;
john44;Cirsium palustre;hl;+;;;
john44;Crepis aurea;hl;+;;;
john44;Dactylis glomerata;hl;5;;;
john44;Deschampsia cespitosa;hl;3;;;
john44;Festuca pratensis;hl;5;;;
john44;Festuca rubra agg.;hl;5;;;
john44;Gnaphalium sylvaticum;hl;r;;;
john44;Holcus mollis;hl;20;;;
john44;Hypericum maculatum;hl;10;;;
john44;Leucanthemum ircutianum;hl;+;;;
john44;Luzula campestris;hl;+;;;
john44;Lychnis flos-cuculi;hl;5;;;
john44;Lysimachia nemorum;hl;10;;;
john44;Myosotis palustris agg.;hl;15;;;
john44;Phleum pratense;hl;+;;;
john44;Phleum rhaeticum;hl;5;;;
john44;Plantago lanceolata;hl;+;;;
john44;Poa annua;hl;+;;;
john44;Poa pratensis;hl;+;;;
john44;Poa trivialis;hl;+;;;
john44;Potentilla aurea;hl;+;;;
john44;Potentilla erecta;hl;+;;;
john44;Prunella vulgaris;hl;+;;;
john44;Ranunculus acris;hl;5;;;
john44;Rhinanthus alectorolophus;hl;+;;;
john44;Rumex alpestris;hl;15;;;
john44;Rumex alpinus;hl;+;;;
john44;Senecio subalpinus;hl;5;;;
john44;Taraxacum officinale agg.;hl;5;;;
john44;Trifolium pratense;hl;5;;;
john44;Trifolium repens;hl;20;;;
john44;Trisetum flavescens;hl;5;;;
john44;Veronica chamaedrys;hl;15;;;
john51;Achillea millefolium agg.;hl;+;;;
john51;Agrostis capillaris;hl;15;;;
john51;Ajuga pyramidalis;hl;+;;;
john51;Ajuga reptans;hl;+;;;
john51;Alchemilla monticola;hl;+;;;
john51;Anthoxanthum alpinum;hl;5;;;
john51;Arnica montana;hl;+;;;
john51;Briza media;hl;+;;;
john51;Calamagrostis villosa;hl;+;;;
john51;Calluna vulgaris;hl;+;;;
john51;Calycocorsus stipitatus;hl;10;;;
john51;Campanula barbata;hl;+;;;
john51;Campanula patula;hl;+;;;
john51;Cardaminopsis halleri;hl;+;;;
john51;Carex brizoides;hl;+;;;
john51;Carex pallescens;hl;+;;;
john51;Carlina acaulis;hl;+;;;
john51;Centaurea jacea;hl;+;;;
john51;Centaurea pseudophrygia;hl;5;;;
john51;Chaerophyllum villarsii;hl;1;;;
john51;Crepis aurea;hl;+;;;
john51;Dactylis glomerata;hl;+;;;
john51;Dactylorhiza majalis;hl;+;;;
john51;Deschampsia cespitosa;hl;+;;;
john51;Festuca rubra agg.;hl;30;;;
john51;Geranium sylvaticum;hl;+;;;
john51;Gnaphalium sylvaticum;hl;+;;;
john51;Gymnadenia conopsea;hl;+;;;
john51;Homogyne alpina;hl;+;;;
john51;Hypericum maculatum;hl;+;;;
john51;Juncus effusus;hl;+;;;
john51;Leontodon hispidus;hl;3;;;
john51;Leucanthemum sp.;hl;+;;;
john51;Luzula multiflora;hl;+;;;
john51;Lychnis flos-cuculi;hl;2;;;
john51;Lysimachia nemorum;hl;+;;;
john51;Myosotis palustris agg.;hl;+;;;
john51;Nardus stricta;hl;3;;;
john51;Persicaria vivipara;hl;+;;;
john51;Phleum rhaeticum;hl;10;;;
john51;Pimpinella major;hl;+;;;
john51;Plantago lanceolata;hl;5;;;
john51;Platanthera bifolia;hl;+;;;
john51;Poa annua;hl;+;;;
john51;Potentilla aurea;hl;10;;;
