plot,abbr,layer,cov,height,comment
1186140,soli giga,hl,1b,70,
1186140,bryu pseu pseu,ml,4,0,
1186140,camp stel,ml,+,0,
1186140,phil caes,ml,1a,0,
1186141,agro stol,hl,+,0,
1186141,alis plan,hl,1a,0,
1186141,alnu glut,hl,+,0,few individuals (r)
1186141,betu pend plus pube,hl,2a,0,
1186141,care cane cane,hl,+,0,few individuals (r)
1186141,care pseu,hl,1b,55,
1186141,care rost,hl,+,65,
1186141,eleo mami aust,hl,+,0,
1186141,epil cili cili,hl,+,0,few individuals (r)
1186141,gali palu palu,hl,1b,0,
1186141,junc arti,hl,1a,0,
1186141,junc effu,hl,+,55,
1186141,lyco euro euro,hl,1a,0,
1186141,lyth sali,hl,+,0,
1186141,ment aqua,hl,1a,35,
1186141,pers hydr,hl,+,0,few individuals (r)
1186141,phra aust,hl,+,70,few individuals (r)
1186141,pote norv,hl,+,0,few individuals (r)
1186141,call cusp,ml,1a,0,
1186141,marc poly slat,ml,+,0,few individuals (r)
1186141,phil caes,ml,1b,0,
1186142,agro stol,hl,2b,0,
1186142,alis plan,hl,1b,0,
1186142,bide cern,hl,+,0,
1186142,care pseu,hl,1a,50,
1186142,epil palu,hl,+,0,few individuals (r)
1186142,gali palu palu,hl,+,0,
1186142,junc arti,hl,1a,0,
1186142,junc effu,hl,+,50,
1186142,leer oryz,hl,4,30,
1186142,lyco euro euro,hl,+,0,few individuals (r)
1186142,lysi vulg,hl,+,0,few individuals (r)
1186142,lyth sali,hl,+,0,few individuals (r)
1186142,ment aqua,hl,1b,30,
1186142,phra aust,hl,1b,150,
1186142,sali myrs,hl,+,0,few individuals (r)
1186142,spar erec slat,hl,+,0,
1186142,call cusp,ml,1a,0,
1186142,marc poly slat,ml,+,0,few individuals (r)
1186142,phil caes,ml,2b,0,
1186143,agro stol,hl,+,0,
1186143,alis plan,hl,1a,0,
1186143,bide cern,hl,+,0,few individuals (r)
1186143,care pseu,hl,+,25,
1186143,junc arti,hl,1b,0,
1186143,leer oryz,hl,5,45,
1186143,lyco euro euro,hl,+,0,
1186143,lyth sali,hl,+,0,few individuals (r)
1186143,phra aust,hl,+,90,few individuals (r)
1186143,soli giga,hl,+,15,few individuals (r)
1186143,spar erec slat,hl,1a,0,
1186143,ricc flui,ml,+,0,
1187138,cala epig,hl,1a,60,
1187138,gali palu palu,hl,1a,0,
1187138,junc effu,hl,3,80,
1187138,junc tenu,hl,+,0,
1187138,leer oryz,hl,+,50,
1187138,lyco euro euro,hl,+,0,
1187138,lyth sali,hl,+,0,few individuals (r)
1187138,ment aqua,hl,2b,60,
1187138,sali cine plus auri,hl,+,0,few individuals (r)
1187138,sali purp,hl,+,0,few individuals (r)
1187138,soli giga,hl,1a,100,
1187138,bryu pseu pseu,ml,3,0,
1187138,marc poly slat,ml,1a,0,
1187139,cala epig,hl,2a,60,
1187139,care rost,hl,1b,70,
1187139,gali palu palu,hl,+,0,
1187139,junc arti,hl,1a,0,
1187139,junc effu,hl,+,70,
1187139,leer oryz,hl,5,40,
1187139,lyth sali,hl,+,0,few individuals (r)
1187139,ment aqua,hl,2a,50,
1187139,pers mino,hl,+,0,few individuals (r)
1187139,soli giga,hl,+,80,few individuals (r)
1187139,marc poly slat,ml,+,0,
1187139,phil caes,ml,3,0,
1187140,agro stol,hl,1a,0,
1187140,cala epig,hl,1a,70,
1187140,care rost,hl,3,70,
1187140,desc cesp,hl,+,0,
1187140,gali palu palu,hl,+,0,
1187140,junc effu,hl,3,100,
1187140,leer oryz,hl,1a,30,
1187140,ment aqua,hl,2a,60,
1187140,pers hydr,hl,+,0,
1187140,phra aust,hl,1a,140,
1187140,sali cine plus auri,hl,+,0,few individuals (r)
1187140,sali purp,hl,+,0,few individuals (r)
1187140,soli giga,hl,1b,100,
1187140,bryu pseu pseu,ml,2a,0,
1187140,call cusp,ml,2a,0,
1187140,marc poly slat,ml,+,0,
1187141,agro cani,hl,+,0,few individuals (r)
1187141,agro stol,hl,3,0,
1187141,alnu glut,hl,+,0,
1187141,bide cern,hl,+,0,
1187141,care cane cane,hl,+,0,few individuals (r)
1187141,care pseu,hl,2b,40,
1187141,care rost,hl,+,60,
1187141,epil cili cili,hl,+,0,
1187141,epil palu,hl,1a,0,
1187141,gali palu palu,hl,1a,0,
1187141,junc arti,hl,+,0,
1187141,junc effu,hl,1a,100,
1187141,leer oryz,hl,2b,30,
1187141,lysi vulg,hl,+,0,few individuals (r)
1187141,lyth sali,hl,+,0,
1187141,ment aqua,hl,1b,40,
1187141,pers hydr,hl,+,0,few individuals (r)
1187141,phra aust,hl,+,100,
1187141,camp stel,ml,+,0,
1187141,drep adun,ml,+,0,
1187141,marc poly slat,ml,+,0,few individuals (r)
1187141,phil caes,ml,3,0,
1187142,alis plan,hl,+,0,
1187142,bide cern,hl,+,0,
1187142,eleo mami aust,hl,+,0,
1187142,leer oryz,hl,5,50,
1187142,lyco euro euro,hl,+,0,few individuals (r)
1187142,lyth sali,hl,+,0,few individuals (r)
1187142,ment aqua,hl,+,30,few individuals (r)
1187142,spar erec slat,hl,+,0,few individuals (r)
1187142,call cusp,ml,+,0,few individuals (r)
1188139,agro stol,hl,+,0,few individuals (r)
1188139,cala epig,hl,2a,80,
1188139,care pseu,hl,1a,70,
1188139,care rost,hl,1a,60,
1188139,gali palu palu,hl,+,0,
1188139,junc effu,hl,3,80,
1188139,leer oryz,hl,3,45,
1188139,ment aqua,hl,2a,50,
1188139,sali cine plus auri,hl,+,0,few individuals (r)
1188139,soli giga,hl,2b,140,
1188139,marc poly slat,ml,+,0,
1188140,agro stol,hl,1b,0,
1188140,alnu glut,hl,+,0,few individuals (r)
1188140,bide cern,hl,+,0,few individuals (r)
1188140,cala epig,hl,+,60,
1188140,care pseu,hl,2a,60,
1188140,care rost,hl,+,55,
1188140,desc cesp,hl,+,0,few individuals (r)
1188140,epil hirs,hl,+,0,few individuals (r)
1188140,epil palu,hl,+,0,
1188140,eupa cann,hl,+,0,few individuals (r)
1188140,fili ulma,hl,+,0,few individuals (r)
1188140,gali palu palu,hl,+,0,
1188140,junc effu,hl,1a,89,
1188140,leer oryz,hl,4,40,
1188140,lysi vulg,hl,+,0,
1188140,lyth sali,hl,+,0,few individuals (r)
1188140,ment aqua,hl,1a,35,
1188140,pers hydr,hl,+,0,few individuals (r)
1188140,soli giga,hl,1a,110,
1188140,bryu pseu pseu,ml,3,0,
1188140,drep adun,ml,+,0,
1188140,marc poly slat,ml,1a,0,
1188140,phil caes,ml,1a,0,
1188141,agro stol,hl,+,0,few individuals (r)
1188141,cala epig,hl,1b,100,
1188141,care pseu,hl,+,60,
1188141,care rost,hl,2b,65,
1188141,junc effu,hl,2b,100,
1188141,leer oryz,hl,1a,40,
1188141,lyco euro euro,hl,+,0,
1188141,lysi vulg,hl,1a,0,
1188141,lyth sali,hl,+,0,
1188141,ment aqua,hl,1a,60,
1188141,myos scor scor,hl,+,0,
1188141,phal arun,hl,1b,0,
1188141,phra aust,hl,+,160,
1188141,poa triv,hl,+,0,
1188141,prun vulg,hl,+,0,
1188141,soli giga,hl,2a,100,
1188141,call cusp,ml,3,0,
1189140,agro stol,hl,+,0,
1189140,cala epig,hl,1a,70,
1189140,care pseu,hl,+,70,
1189140,desc cesp,hl,+,0,
1189140,epil cili cili,hl,+,0,
1189140,eupa cann,hl,1a,0,
1189140,junc effu,hl,3,120,
1189140,junc tenu,hl,1a,0,
1189140,leer oryz,hl,2a,35,
1189140,lyco euro euro,hl,+,0,
1189140,lyth sali,hl,+,0,few individuals (r)
1189140,ment aqua,hl,1a,60,
1189140,phal arun,hl,1a,0,
1189140,phra aust,hl,2b,150,
1189140,poa triv,hl,+,0,
1189140,scut gale,hl,+,0,few individuals (r)
1189140,soli giga,hl,2a,130,
1189140,bryu pseu pseu,ml,+,0,
1189140,marc poly slat,ml,1a,0,
